242.24700,1,25,16777215,1524355962,0,f621ed7b,4481907443
1164.83700,1,25,16777215,1524355966,0,226c7264,4481907444
213.26300,1,25,16777215,1524356098,0,690221a9,4481907445
237.34200,1,25,16777215,1524356103,0,ab08c5b4,4481907446
859.74100,1,25,16777215,1524356174,0,4b1f4e42,4481907447
1252.45300,1,25,16777215,1524356210,0,ab2db8d9,4481907448
1480.21700,1,25,16777215,1524356254,0,20296541,4481907450
2031.59000,1,25,16777215,1524356366,0,7472644,4481907452
1204.37900,1,25,16777215,1524356384,0,80c306b6,4481907453
932.95200,1,25,16777215,1524356405,0,86411648,4481907454
1059.63700,1,25,16777215,1524356514,0,4841b47b,4481907455
416.36600,1,25,16777215,1524356623,0,f273878f,4481907456
1314.34900,1,25,16777215,1524356683,0,500c319f,4481907457
451.32400,1,25,16777215,1524356802,0,8875acac,4481907458
824.08400,1,25,16777215,1524356817,0,24e435dc,4481907459
851.58200,1,25,16777215,1524356840,0,d1c8788f,4481907460
1670.26500,1,25,16777215,1524356938,0,68cec250,4481907461
242.09600,1,25,16777215,1524356959,0,59d2b9a5,4481907462
771.14200,1,25,16777215,1524357000,0,f273878f,4481907464
1882.82900,1,25,11890,1524357026,0,54ca3381,4481907465
1176.93200,1,25,16777215,1524357031,0,3d36387f,4481907466
1300.09300,1,25,16777215,1524357037,0,fad82c28,4481907467
1342.23800,1,25,16777215,1524357099,0,ae894856,4481907468
887.30400,1,25,16777215,1524357124,0,f273878f,4481907469
1684.82900,1,25,16777215,1524357134,0,cfe822d9,4481907470
1516.36200,1,25,16777215,1524357235,0,f621ed7b,4481907471
1241.50300,1,25,16777215,1524357256,0,24e435dc,4481907472
600.95700,4,25,15138834,1524357366,0,3380cfe0,4481907473
458.96600,1,25,16777215,1524357369,0,4e195fc2,4481907474
22.85400,1,25,16777215,1524357560,0,f1f9fcdd,4481907477
1568.65600,1,25,16777215,1524357670,0,24e435dc,4481907478
1579.57600,1,25,16777215,1524357702,0,24e435dc,4481907479
1601.77700,1,25,16777215,1524357738,0,24e435dc,4481907480
774.79600,1,25,16777215,1524357746,0,c591e5b6,4481907481
1658.29500,1,25,16777215,1524357800,0,24e435dc,4481907482
1165.35500,1,25,16777215,1524357811,0,494e843,4481907483
831.48600,1,25,16777215,1524357900,0,3bdf38a7,4481907485
1858.15700,1,25,16777215,1524358080,0,80f8c4bf,4481907487
1372.62800,5,25,16777215,1524358100,0,bf2cc45c,4481907488
1742.79700,1,25,16777215,1524358118,0,2fafe8cf,4481907489
872.50100,5,25,16777215,1524358150,0,ecad081e,4481907490
537.43300,1,25,16777215,1524358243,0,f1f9fcdd,4481907492
1296.96400,1,25,16777215,1524358358,0,852f5c41,4481907493
212.66500,1,25,16777215,1524358405,0,58e02fa3,4481907495
1453.11500,1,25,16777215,1524358434,0,799f9da0,4481907496
1886.50700,1,25,16777215,1524358455,0,21ff7f46,4481907498
15.96400,1,25,16777215,1524358486,0,4d794691,4481907499
117.22600,1,25,16777215,1524358499,0,a9f010f4,4481907500
398.09800,1,25,16777215,1524358537,0,89a1d516,4481907501
720.96200,5,25,16707842,1524358544,0,d4a91bf5,4481907502
1317.48700,1,25,16777215,1524358570,0,251dbda4,4481907503
220.11000,1,25,16777215,1524358600,0,b1015e68,4481907504
9.70900,1,25,16777215,1524358625,0,8db7eb1,4481907505
1906.44500,1,25,16777215,1524358683,0,c52dd6bc,4481907506
178.62000,5,25,15138834,1524358800,0,d9fa94f3,4481907508
391.48700,1,25,16777215,1524358815,0,b1015e68,4481907509
428.26800,1,25,16777215,1524358864,0,b1015e68,4481907510
900.47200,1,25,16777215,1524358916,0,ee40e503,4481907511
78.44100,1,25,16777215,1524358978,0,c48eefa0,4481907512
820.83100,1,25,16777215,1524359018,0,85d6860d,4481907513
16.24200,1,25,16777215,1524359025,0,8dae0968,4481907514
516.70500,1,25,16777215,1524359055,0,294ad6de,4481907515
999.94400,1,25,16777215,1524359129,0,cd4a5ce8,4481907516
1834.39200,1,25,16777215,1524359237,0,93097cec,4481907517
1822.93100,1,25,16777215,1524359239,0,c5321dd9,4481907518
53.49800,1,25,16777215,1524359265,0,7fc847c1,4481907519
237.92300,1,25,16777215,1524359277,0,8f37aff1,4481907520
413.31300,1,25,16777215,1524359347,0,22e5202a,4481907521
1461.26900,1,25,16777215,1524359364,0,5b7c015e,4481907522
840.70600,1,25,16777215,1524359389,0,a9f010f4,4481907523
1795.91700,1,25,16777215,1524359515,0,43063ef2,4481907524
601.41900,1,25,16777215,1524359526,0,60dd5f02,4481907525
1842.23400,1,25,16777215,1524359542,0,c51c6d15,4481907526
1930.44800,1,25,16777215,1524359553,0,5053dd29,4481907528
885.59500,1,25,16777215,1524359556,0,a9f010f4,4481907529
581.32500,1,25,16777215,1524359558,0,dba76729,4481907530
5.20900,1,25,16777215,1524359584,0,fd75be07,4481907531
900.86100,1,25,16777215,1524359616,0,a9f010f4,4481907532
394.90800,1,25,16777215,1524359649,0,c0f7b3cb,4481907533
1158.08200,1,25,16777215,1524359653,0,fa9cb5eb,4481907534
1386.01100,1,25,16777215,1524359728,0,7be0ff18,4481907535
1942.73400,1,25,16777215,1524359785,0,43063ef2,4481907536
1875.44400,1,25,16777215,1524359792,0,5b7c015e,4481907538
1503.52900,1,25,16777215,1524359831,0,5e5cebbe,4481907539
1837.98500,1,25,16777215,1524359910,0,8eae35b2,4481907541
517.49700,1,25,16777215,1524359915,0,a7a54d48,4481907542
1604.63100,1,25,16777215,1524359946,0,7be0ff18,4481907543
378.75400,1,25,65280,1524360015,0,29eac030,4481907544
32.61500,1,25,16777215,1524360126,0,4ab079a9,4481907545
572.57200,5,25,16711680,1524360129,0,a7a54d48,4481907546
1031.51200,1,25,16777215,1524360170,0,ac211562,4481907547
337.16100,1,25,16777215,1524360223,0,a62ca81b,4481907548
72.00200,1,25,16777215,1524360262,0,f89ce650,4481907549
311.30200,1,25,16777215,1524360275,0,ecb9b36e,4481907550
513.56300,1,25,16777215,1524360297,0,bd8722a5,4481907551
